software_name,software_url,repository_url,all_github_links,organization,repository_name,owner_repo_pattern,source
KNIME Pharmacophore,https://research-software-directory.org/software/3d-e-chem-knime-pharmacophore,https://github.com/3D-e-Chem/knime-pharmacophore,['https://github.com/3D-e-Chem/knime-pharmacophore'],3D-e-Chem,knime-pharmacophore,3D-e-Chem/knime-pharmacophore,RSD
KNIME PLANTS,https://research-software-directory.org/software/3d-e-chem-knime-plants,https://github.com/3D-e-Chem/knime-plants,['https://github.com/3D-e-Chem/knime-plants'],3D-e-Chem,knime-plants,3D-e-Chem/knime-plants,RSD
KNIME Python node archetype,https://research-software-directory.org/software/3d-e-chem-knime-python-node-archetype,https://github.com/3D-e-Chem/knime-python-node-archetype,['https://github.com/3D-e-Chem/knime-python-node-archetype'],3D-e-Chem,knime-python-node-archetype,3D-e-Chem/knime-python-node-archetype,RSD
KNIME Python wrapper,https://research-software-directory.org/software/3d-e-chem-knime-python-wrapper,https://github.com/3D-e-Chem/knime-python-wrapper,['https://github.com/3D-e-Chem/knime-python-wrapper'],3D-e-Chem,knime-python-wrapper,3D-e-Chem/knime-python-wrapper,RSD
KNIME Silicos-it nodes,https://research-software-directory.org/software/3d-e-chem-knime-silicos-it,https://github.com/3D-e-Chem/knime-silicos-it,['https://github.com/3D-e-Chem/knime-silicos-it'],3D-e-Chem,knime-silicos-it,3D-e-Chem/knime-silicos-it,RSD
SyGMa,https://research-software-directory.org/software/3d-e-chem-sygma,https://github.com/3D-e-Chem/sygma,['https://github.com/3D-e-Chem/sygma'],3D-e-Chem,sygma,3D-e-Chem/sygma,RSD
3D-e-Chem Virtual Machine,https://research-software-directory.org/software/3d-e-chem-vm,https://github.com/3D-e-Chem/3D-e-Chem-VM,['https://github.com/3D-e-Chem/3D-e-Chem-VM'],3D-e-Chem,3D-e-Chem-VM,3D-e-Chem/3D-e-Chem-VM,RSD
3D Slicer,https://research-software-directory.org/software/3d-slicer,https://github.com/Slicer/Slicer,['https://github.com/Slicer/Slicer'],Slicer,Slicer,Slicer/Slicer,RSD
4CAT Capture & Analysis Toolkit,https://research-software-directory.org/software/4cat,https://github.com/strohne/Facepager,"['https://github.com/strohne/Facepager', 'https://github.com/digitalmethodsinitiative/4cat', 'https://github.com/digitalmethodsinitiative/zeeschuimer']",strohne,Facepager,strohne/Facepager,RSD
Argon Laser-Plasma Thruster - Design and Test of a Laboratory Model - Processing and Analysis Code,https://research-software-directory.org/software/4tu-argon-laser-plasma-thruster-design-and-test-of-a-laboratory-model-processing-and-analysis-code,https://github.com/eeduplay/MScThesis,['https://github.com/eeduplay/MScThesis'],eeduplay,MScThesis,eeduplay/MScThesis,RSD
Bluesky software: underlying the publication “Distributed Conflict Resolution at High Traffic Densities with Reinforcement Learning”,https://research-software-directory.org/software/4tu-bluesky-software-underlying-the-publication-distributed-conflict-resolution-at-high-traffic-densities-with-reinforcement-learning,https://github.com/TUDelft-CNS-ATM/bluesky,['https://github.com/TUDelft-CNS-ATM/bluesky'],TUDelft-CNS-ATM,bluesky,TUDelft-CNS-ATM/bluesky,RSD
Bluesky software: underlying the publication “Improving Algorithm Conflict Resolution Manoeuvres with Reinforcement Learning”,https://research-software-directory.org/software/4tu-bluesky-software-underlying-the-publication-improving-algorithm-conflict-resolution-manoeuvres-with-reinforcement-learning,https://github.com/TUDelft-CNS-ATM/bluesky,['https://github.com/TUDelft-CNS-ATM/bluesky'],TUDelft-CNS-ATM,bluesky,TUDelft-CNS-ATM/bluesky,RSD
Code belonging to the publication: Closed-loop model-predictive wind farm flow control under time-varying inflow using FLORIDyn,https://research-software-directory.org/software/4tu-code-belonging-to-the-publication-closed-loop-model-predictive-wind-farm-flow-control-under-time-varying-inflow-using-floridyn,https://github.com/TUDelft-DataDrivenControl/OFF,"['https://github.com/TUDelft-DataDrivenControl/SOWFA', 'https://github.com/TUDelft-DataDrivenControl/OFF']",TUDelft-DataDrivenControl,OFF,TUDelft-DataDrivenControl/OFF,RSD
"Code related to ""Loudspeaker Beamforming to Enhance Speech Recognition Performance of Voice Driven Applications""",https://research-software-directory.org/software/4tu-code-related-to-loudspeaker-beamforming-to-enhance-speech-recognition-performance-of-voice-driven-applications,https://github.com/D1mme/LoudspeakerBeamformingForVoiceDrivenApplications,['https://github.com/D1mme/LoudspeakerBeamformingForVoiceDrivenApplications'],D1mme,LoudspeakerBeamformingForVoiceDrivenApplications,D1mme/LoudspeakerBeamformingForVoiceDrivenApplications,RSD
CRSUTIL Coordinate and Time Reference System Matlab Toolbox,https://research-software-directory.org/software/4tu-crsutil-coordinate-and-time-reference-system-matlab-toolbox,https://github.com/hvandermarel/crsutil-matlab-toolbox,['https://github.com/hvandermarel/crsutil-matlab-toolbox'],hvandermarel,crsutil-matlab-toolbox,hvandermarel/crsutil-matlab-toolbox,RSD
"data_analysis - Supporting material for ""A hardware-efficient leakage-reduction scheme for quantum error correction with superconducting transmon qubits""",https://research-software-directory.org/software/4tu-data-analysis-supporting-material-for-a-hardware-efficient-leakage-reduction-scheme-for-quantum-error-correction-with-superconducting-transmon-qubits,https://github.com/obriente/qgarden,['https://github.com/obriente/qgarden'],obriente,qgarden,obriente/qgarden,RSD
Data for 'Performance metrics for the continuous distribution of entanglement in multi-user quantum networks',https://research-software-directory.org/software/4tu-data-for-performance-metrics-for-the-continuous-distribution-of-entanglement-in-multi-user-quantum-networks,https://github.com/AlvaroGI/optimizing-cd-protocols,['https://github.com/AlvaroGI/optimizing-cd-protocols'],AlvaroGI,optimizing-cd-protocols,AlvaroGI/optimizing-cd-protocols,RSD
endogenous-macrodynamics-in-algorithmic-recourse,https://research-software-directory.org/software/4tu-endogenous-macrodynamics-in-algorithmic-recourse,https://github.com/pat-alt/endogenous-macrodynamics-in-algorithmic-recourse,['https://github.com/pat-alt/endogenous-macrodynamics-in-algorithmic-recourse'],pat-alt,endogenous-macrodynamics-in-algorithmic-recourse,pat-alt/endogenous-macrodynamics-in-algorithmic-recourse,RSD
FLORIDyn (OFF toolbox) Code and input files underlying the publication: Wind pattern clustering of high frequent field measurements for dynamic wind farm flow control,https://research-software-directory.org/software/4tu-floridyn-off-toolbox-code-and-input-files-underlying-the-publication-wind-pattern-clustering-of-high-frequent-field-measurements-for-dynamic-wind-farm-flow-control,https://github.com/NREL/floris,['https://github.com/NREL/floris'],NREL,floris,NREL/floris,RSD
FluvGAN: Python scripts to test generating and inverting fluvial deposits using GANs,https://research-software-directory.org/software/4tu-fluvgan-python-scripts-to-test-generating-and-inverting-fluvial-deposits-using-gans,https://github.com/grongier/voxgan,"['https://github.com/childmodel/child', 'https://github.com/grongier/voxgan']",grongier,voxgan,grongier/voxgan,RSD
GNSS-Perl-toolbox,https://research-software-directory.org/software/4tu-gnss-perl-toolbox,https://github.com/hvandermarel/GNSS-Perl-toolbox,['https://github.com/hvandermarel/GNSS-Perl-toolbox'],hvandermarel,GNSS-Perl-toolbox,hvandermarel/GNSS-Perl-toolbox,RSD
GNSS Precise Point Positioning (PPP) Matlab Toolbox,https://research-software-directory.org/software/4tu-gnss-precise-point-positioning-ppp-matlab-toolbox,https://github.com/hvandermarel/gnss-ppp-matlab-toolbox,['https://github.com/hvandermarel/gnss-ppp-matlab-toolbox'],hvandermarel,gnss-ppp-matlab-toolbox,hvandermarel/gnss-ppp-matlab-toolbox,RSD
International Terrestrial Reference Frame (ITRF) Matlab Toolbox,https://research-software-directory.org/software/4tu-international-terrestrial-reference-frame-itrf-matlab-toolbox,https://github.com/hvandermarel/itrf-matlab-toolbox,['https://github.com/hvandermarel/itrf-matlab-toolbox'],hvandermarel,itrf-matlab-toolbox,hvandermarel/itrf-matlab-toolbox,RSD
IUI2025_ConvXAI,https://research-software-directory.org/software/4tu-iui2025-convxai,https://github.com/delftcrowd/IUI2025_ConvXAI,['https://github.com/delftcrowd/IUI2025_ConvXAI'],delftcrowd,IUI2025_ConvXAI,delftcrowd/IUI2025_ConvXAI,RSD
LOV3D,https://research-software-directory.org/software/4tu-lov3d,https://github.com/mroviranavarro/LOV3D_multi,['https://github.com/mroviranavarro/LOV3D_multi'],mroviranavarro,LOV3D_multi,mroviranavarro/LOV3D_multi,RSD
"Microscopy data, code and analysis underlying the publication ""Optical STEM detection for scanning electron microscopy""",https://research-software-directory.org/software/4tu-microscopy-data-code-and-analysis-underlying-the-publication-optical-stem-detection-for-scanning-electron-microscopy,https://github.com/hoogenboom-group/Kievits-OSTEM-2023,['https://github.com/hoogenboom-group/Kievits-OSTEM-2023'],hoogenboom-group,Kievits-OSTEM-2023,hoogenboom-group/Kievits-OSTEM-2023,RSD
MUSICiAn,https://research-software-directory.org/software/4tu-musician,https://github.com/joanagoncalveslab/MUSICiAn,['https://github.com/joanagoncalveslab/MUSICiAn'],joanagoncalveslab,MUSICiAn,joanagoncalveslab/MUSICiAn,RSD
oraqle,https://research-software-directory.org/software/4tu-oraqle,https://github.com/Crypto-TII/fhegen,['https://github.com/Crypto-TII/fhegen'],Crypto-TII,fhegen,Crypto-TII/fhegen,RSD
port_data_graphs,https://research-software-directory.org/software/4tu-port-data-graphs,https://github.com/EwoutH/shipping-data,['https://github.com/EwoutH/shipping-data'],EwoutH,shipping-data,EwoutH/shipping-data,RSD
pyBarSim,https://research-software-directory.org/software/4tu-pybarsim,https://github.com/grongier/pybarsim,['https://github.com/grongier/pybarsim'],grongier,pybarsim,grongier/pybarsim,RSD
"RobustQO, data and codes related to the paper: ""Extending the scope of robust quadratic optimization.""",https://research-software-directory.org/software/4tu-robustqo-data-and-codes-related-to-the-paper-extending-the-scope-of-robust-quadratic-optimization,https://github.com/ahmadreza-marandi/RobustQO,['https://github.com/ahmadreza-marandi/RobustQO'],ahmadreza-marandi,RobustQO,ahmadreza-marandi/RobustQO,RSD
SAM Java and Matlab code for running and analysis the experiments in the  PhD Thesis: Self-Organizing Multi-Agent Systems,https://research-software-directory.org/software/4tu-sam-java-and-matlab-code-for-running-and-analysis-the-experiments-in-the-phd-thesis-self-organizing-multi-agent-systems,https://github.com/coenvl/jSAM,"['https://github.com/coenvl/jSAM', 'https://github.com/coenvl/mSAM']",coenvl,jSAM,coenvl/jSAM,RSD
Sample dataset and software for FAST-EM array tomography,https://research-software-directory.org/software/4tu-sample-dataset-and-software-for-fast-em-array-tomography,https://github.com/google-research/sofima,['https://github.com/google-research/sofima'],google-research,sofima,google-research/sofima,RSD
SBSL,https://research-software-directory.org/software/4tu-sbsl,https://github.com/joanagoncalveslab/SBSL,['https://github.com/joanagoncalveslab/SBSL'],joanagoncalveslab,SBSL,joanagoncalveslab/SBSL,RSD
sensession,https://research-software-directory.org/software/4tu-sensession,https://github.com/nzqo/sensession,['https://github.com/nzqo/sensession'],nzqo,sensession,nzqo/sensession,RSD
Software for self-adaptive and on-the-fly mapping of coastal parameters from video of a wave field,https://research-software-directory.org/software/4tu-software-for-self-adaptive-and-on-the-fly-mapping-of-coastal-parameters-from-video-of-a-wave-field,https://github.com/MatthijsGawehn/COCOS,['https://github.com/MatthijsGawehn/COCOS'],MatthijsGawehn,COCOS,MatthijsGawehn/COCOS,RSD
Source code for: Assessing the Validity of a Calcifying Oral Biofilm Model as a Suitable Proxy for Dental Calculus,https://research-software-directory.org/software/4tu-source-code-for-assessing-the-validity-of-a-calcifying-oral-biofilm-model-as-a-suitable-proxy-for-dental-calculus,https://github.com/bbartholdy/byoc-valid,['https://github.com/bbartholdy/byoc-valid'],bbartholdy,byoc-valid,bbartholdy/byoc-valid,RSD
spurious_sentience,https://research-software-directory.org/software/4tu-spurious-sentience,https://github.com/pat-alt/spurious_sentience,['https://github.com/pat-alt/spurious_sentience'],pat-alt,spurious_sentience,pat-alt/spurious_sentience,RSD
Vertical Conflict Resolution in Layered Airspace with Reinforcement Learning using the BlueSky Open Air Traffic Simulator,https://research-software-directory.org/software/4tu-vertical-conflict-resolution-in-layered-airspace-with-reinforcement-learning-using-the-bluesky-open-air-traffic-simulator,https://github.com/jangroter/TrafficDensityImpactRL,['https://github.com/jangroter/TrafficDensityImpactRL'],jangroter,TrafficDensityImpactRL,jangroter/TrafficDensityImpactRL,RSD
xcrisp,https://research-software-directory.org/software/4tu-xcrisp,https://github.com/joanagoncalveslab/xcrisp,['https://github.com/joanagoncalveslab/xcrisp'],joanagoncalveslab,xcrisp,joanagoncalveslab/xcrisp,RSD
addFeatures,https://research-software-directory.org/software/addfeatures,https://github.com/magnuspalmblad/addFeatures,['https://github.com/magnuspalmblad/addFeatures'],magnuspalmblad,addFeatures,magnuspalmblad/addFeatures,RSD
adhtools,https://research-software-directory.org/software/adhtools,https://github.com/arabic-digital-humanities/adhtools,['https://github.com/arabic-digital-humanities/adhtools'],arabic-digital-humanities,adhtools,arabic-digital-humanities/adhtools,RSD
admtools,https://research-software-directory.org/software/admtools,https://github.com/MindTheGap-ERC/admtools,['https://github.com/MindTheGap-ERC/admtools'],MindTheGap-ERC,admtools,MindTheGap-ERC/admtools,RSD
AHN point cloud viewer web service,https://research-software-directory.org/software/ahn-pointcloud-viewer-ws,https://github.com/NLeSC/ahn-pointcloud-viewer,"['https://github.com/NLeSC/ahn-pointcloud-viewer', 'https://github.com/NLeSC/ahn-pointcloud-viewer-ws']",NLeSC,ahn-pointcloud-viewer,NLeSC/ahn-pointcloud-viewer,RSD
AHN2 pointcloud viewer,https://research-software-directory.org/software/ahn2webviewer,https://github.com/NLeSC/ahn-pointcloud-viewer,['https://github.com/NLeSC/ahn-pointcloud-viewer'],NLeSC,ahn-pointcloud-viewer,NLeSC/ahn-pointcloud-viewer,RSD
Aiida-CHAMP,https://research-software-directory.org/software/aiida-champ,https://github.com/TREX-CoE/aiida-champ,['https://github.com/TREX-CoE/aiida-champ'],TREX-CoE,aiida-champ,TREX-CoE/aiida-champ,RSD
aiproteomics,https://research-software-directory.org/software/aiproteomics,https://github.com/aiproteomics/aiproteomics,['https://github.com/aiproteomics/aiproteomics'],aiproteomics,aiproteomics,aiproteomics/aiproteomics,RSD
Allelic Variation Explorer,https://research-software-directory.org/software/allelic-variation-explorer,https://github.com/nlesc-ave/ave-rest-service,['https://github.com/nlesc-ave/ave-rest-service'],nlesc-ave,ave-rest-service,nlesc-ave/ave-rest-service,RSD
AMBER,https://research-software-directory.org/software/amber,https://github.com/AA-ALERT/AMBER,['https://github.com/AA-ALERT/AMBER'],AA-ALERT,AMBER,AA-ALERT/AMBER,RSD
MPI-AMRVAC,https://research-software-directory.org/software/amrvac,https://github.com/amrvac/AGILE-experimental,['https://github.com/amrvac/AGILE-experimental'],amrvac,AGILE-experimental,amrvac/AGILE-experimental,RSD
AMUSE,https://research-software-directory.org/software/amuse,https://github.com/amusecode/amuse,['https://github.com/amusecode/amuse'],amusecode,amuse,amusecode/amuse,RSD
Analizo,https://research-software-directory.org/software/analizo,https://github.com/analizo/analizo,['https://github.com/analizo/analizo'],analizo,analizo,analizo/analizo,RSD
ANNUBeS,https://research-software-directory.org/software/annubes,https://github.com/ANNUBS/annubes,"['https://github.com/neurogym/neurogym', 'https://github.com/ANNUBS/annubes', 'https://github.com/audreyr/cookiecutter', 'https://github.com/NLeSC/python-template']",ANNUBS,annubes,ANNUBS/annubes,RSD
anonymoUUs,https://research-software-directory.org/software/anonymouus,https://github.com/UtrechtUniversity/anonymouus,['https://github.com/UtrechtUniversity/anonymouus'],UtrechtUniversity,anonymouus,UtrechtUniversity/anonymouus,RSD
APE,https://research-software-directory.org/software/ape-automated-pipeline-explorer,https://github.com/sanctuuary/ape,['https://github.com/sanctuuary/ape'],sanctuuary,ape,sanctuuary/ape,RSD
Arctic Web Map,https://research-software-directory.org/software/arctic-web-map,https://github.com/GeoSensorWebLab/awm-styles,"['https://github.com/GeoSensorWebLab/arctic-biomap-server', 'https://github.com/GeoSensorWebLab/awm-styles']",GeoSensorWebLab,awm-styles,GeoSensorWebLab/awm-styles,RSD
ArcticConnect,https://research-software-directory.org/software/arcticconnect,https://github.com/GeoSensorWebLab/arctic-portal,['https://github.com/GeoSensorWebLab/arctic-portal'],GeoSensorWebLab,arctic-portal,GeoSensorWebLab/arctic-portal,RSD
Arena-Crowds,https://research-software-directory.org/software/arena-crowds,https://github.com/ArenA-Crowds/Crowds,['https://github.com/ArenA-Crowds/Crowds'],ArenA-Crowds,Crowds,ArenA-Crowds/Crowds,RSD
argopy,https://research-software-directory.org/software/argopy,https://github.com/euroargodev/argopy,['https://github.com/euroargodev/argopy'],euroargodev,argopy,euroargodev/argopy,RSD
Arpra,https://research-software-directory.org/software/arpra,https://github.com/arpra-project/arpra,['https://github.com/arpra-project/arpra'],arpra-project,arpra,arpra-project/arpra,RSD
asreview-simulation,https://research-software-directory.org/software/asreview-simulation,https://github.com/asreview-simulation/asreview-simulation,['https://github.com/asreview-simulation/asreview-simulation'],asreview-simulation,asreview-simulation,asreview-simulation/asreview-simulation,RSD
asrlitcompare,https://research-software-directory.org/software/asrlitcompare,https://github.com/langtonhugh/asreview_irr,['https://github.com/langtonhugh/asreview_irr'],langtonhugh,asreview_irr,langtonhugh/asreview_irr,RSD
ASTRA Toolbox,https://research-software-directory.org/software/astra-toolbox,https://github.com/astra-toolbox/astra-toolbox,['https://github.com/astra-toolbox/astra-toolbox'],astra-toolbox,astra-toolbox,astra-toolbox/astra-toolbox,RSD
AstroImages.jl,https://research-software-directory.org/software/astroimagesjl,https://github.com/JuliaAstro/AstroImages.jl,['https://github.com/JuliaAstro/AstroImages.jl'],JuliaAstro,AstroImages.jl,JuliaAstro/AstroImages.jl,RSD
AstroLib.jl,https://research-software-directory.org/software/astrolibjl,https://github.com/JuliaAstro/AstroLib.jl,['https://github.com/JuliaAstro/AstroLib.jl'],JuliaAstro,AstroLib.jl,JuliaAstro/AstroLib.jl,RSD
AstronomicAL,https://research-software-directory.org/software/astronomical,https://github.com/modAL-python/modAL,"['https://github.com/modAL-python/modAL', 'https://github.com/grant-m-s/AstronomicAL']",modAL-python,modAL,modAL-python/modAL,RSD
Atlascine,https://research-software-directory.org/software/atlascine,https://github.com/geomedialab/atlascine,['https://github.com/geomedialab/atlascine'],geomedialab,atlascine,geomedialab/atlascine,RSD
AttentionLayer.jl,https://research-software-directory.org/software/attentionlayerjl,https://github.com/JuliaBesties/BestieTemplate.jl,"['https://github.com/JuliaBesties/BestieTemplate.jl', 'https://github.com/DEEPDIP-project/CoupledNODE.jl', 'https://github.com/DEEPDIP-project/AttentionLayer.jl']",JuliaBesties,BestieTemplate.jl,JuliaBesties/BestieTemplate.jl,RSD
Bacting,https://research-software-directory.org/software/bacting,https://github.com/egonw/bacting,['https://github.com/egonw/bacting'],egonw,bacting,egonw/bacting,RSD
Baklava,https://research-software-directory.org/software/baklava,https://github.com/NLeSC/baklava,['https://github.com/NLeSC/baklava'],NLeSC,baklava,NLeSC/baklava,RSD
haddock3-webapp,https://research-software-directory.org/software/bartended-haddock3,https://github.com/i-VRESSE/haddock3-webapp,['https://github.com/i-VRESSE/haddock3-webapp'],i-VRESSE,haddock3-webapp,i-VRESSE/haddock3-webapp,RSD
i-VRESSE bartender,https://research-software-directory.org/software/bartender,https://github.com/i-VRESSE/bartender,['https://github.com/i-VRESSE/bartender'],i-VRESSE,bartender,i-VRESSE/bartender,RSD
BenchmarkRecovery,https://research-software-directory.org/software/benchmarkrecovery,https://github.com/RETURN-project/BenchmarkRecovery,['https://github.com/RETURN-project/BenchmarkRecovery'],RETURN-project,BenchmarkRecovery,RETURN-project/BenchmarkRecovery,RSD
BestieTemplate.jl,https://research-software-directory.org/software/bestietemplatejl,https://github.com/NLeSC/python-template,"['https://github.com/TulipaEnergy/TulipaIO.jl', 'https://github.com/TulipaEnergy/TulipaEnergyModel.jl', 'https://github.com/JuliaBesties/BestieTemplate.jl', 'https://github.com/NLeSC/python-template', 'https://github.com/JuliaCI/PkgTemplates.jl']",NLeSC,python-template,NLeSC/python-template,RSD
Beyond the book,https://research-software-directory.org/software/beyond-the-book,https://github.com/c-martinez/BeyondTheBook,['https://github.com/c-martinez/BeyondTheBook'],c-martinez,BeyondTheBook,c-martinez/BeyondTheBook,RSD
BGC Viewer,https://research-software-directory.org/software/bgc-viewer,https://github.com/medema-group/bgc-viewer,['https://github.com/medema-group/bgc-viewer'],medema-group,bgc-viewer,medema-group/bgc-viewer,RSD
BIAS,https://research-software-directory.org/software/bias,https://github.com/Dvermetten/BIAS,['https://github.com/Dvermetten/BIAS'],Dvermetten,BIAS,Dvermetten/BIAS,RSD
BIOMERO,https://research-software-directory.org/software/biomero,https://github.com/ome/omero-cli-zarr,"['https://github.com/TorecLuik/slurm-scripts', 'https://github.com/NL-BioImaging/biomero-scripts/', 'https://github.com/ome/omero-cli-zarr', 'https://github.com/NL-BioImaging/biomero', 'https://github.com/TorecLuik/slurm-docker-cluster', 'https://github.com/Cellular-Imaging-Amsterdam-UMC/NL-BIOMERO', 'https://github.com/facebookincubator/submitit', 'https://github.com/Neubias-WG5/W_Template', 'https://github.com/NL-BioImaging/biomero-scripts', 'https://github.com/Cellular-Imaging-Amsterdam-UMC/OMERO.biomero']",ome,omero-cli-zarr,ome/omero-cli-zarr,RSD
bird-cloud-gnn,https://research-software-directory.org/software/bird-cloud-gnn,https://github.com/point-cloud-radar/bird-cloud-gnn,['https://github.com/point-cloud-radar/bird-cloud-gnn'],point-cloud-radar,bird-cloud-gnn,point-cloud-radar/bird-cloud-gnn,RSD
BlueObelisk Euclid,https://research-software-directory.org/software/blueobelisk-euclid,https://github.com/BlueObelisk/euclid,['https://github.com/BlueObelisk/euclid'],BlueObelisk,euclid,BlueObelisk/euclid,RSD
boatswain,https://research-software-directory.org/software/boatswain,https://github.com/NLeSC/boatswain,['https://github.com/NLeSC/boatswain'],NLeSC,boatswain,NLeSC/boatswain,RSD
BrainBrowser,https://research-software-directory.org/software/brainbrowser,https://github.com/aces/brainbrowser,"['https://github.com/aces/bigbrain-surface-viewer', 'https://github.com/aces/brainbrowser']",aces,brainbrowser,aces/brainbrowser,RSD
Brei,https://research-software-directory.org/software/brei,https://github.com/entangled/brei,['https://github.com/entangled/brei'],entangled,brei,entangled/brei,RSD
BridgeDb Java,https://research-software-directory.org/software/bridgedb-java,https://github.com/bridgedb/bridgedb,['https://github.com/bridgedb/bridgedb'],bridgedb,bridgedb,bridgedb/bridgedb,RSD
BridgeDb Webservice,https://research-software-directory.org/software/bridgedb-webservice,https://github.com/bridgedb/BridgeDbWebservice,['https://github.com/bridgedb/BridgeDbWebservice'],bridgedb,BridgeDbWebservice,bridgedb/BridgeDbWebservice,RSD
BridgeDbR,https://research-software-directory.org/software/bridgedbr,https://github.com/bridgedb/BridgeDbR,['https://github.com/bridgedb/BridgeDbR'],bridgedb,BridgeDbR,bridgedb/BridgeDbR,RSD
BroadLineRegions.jl,https://research-software-directory.org/software/broadlineregionsjl,https://github.com/kirklong/BroadLineRegions.jl,['https://github.com/kirklong/BroadLineRegions.jl'],kirklong,BroadLineRegions.jl,kirklong/BroadLineRegions.jl,RSD
byteparsing,https://research-software-directory.org/software/byteparsing,https://github.com/parallelwindfarms/byteparsing,['https://github.com/parallelwindfarms/byteparsing'],parallelwindfarms,byteparsing,parallelwindfarms/byteparsing,RSD
c3s-magic-wps,https://research-software-directory.org/software/c3s-magic-wps,https://github.com/c3s-magic/c3s-magic-wps,['https://github.com/c3s-magic/c3s-magic-wps'],c3s-magic,c3s-magic-wps,c3s-magic/c3s-magic-wps,RSD
Canadian Advanced Network for Astronomical Research (CANFAR),https://research-software-directory.org/software/canadian-advanced-network-for-astronomical-research-canfar,https://github.com/canfar/canfarproc,"['https://github.com/canfar/canfarproc', 'https://github.com/canfar/storage-prototype']",canfar,canfarproc,canfar/canfarproc,RSD
Canadian Writing Research Collaboratory (CWRC),https://research-software-directory.org/software/canadian-writing-research-collaboratory,https://github.com/cwrc/beta.cwrc.ca,['https://github.com/cwrc/beta.cwrc.ca'],cwrc,beta.cwrc.ca,cwrc/beta.cwrc.ca,RSD
CanDIG CHORD,https://research-software-directory.org/software/candig-chord,https://github.com/c3g/chord_singularity,['https://github.com/c3g/chord_singularity'],c3g,chord_singularity,c3g/chord_singularity,RSD
Carbon Budget Explorer (CABE),https://research-software-directory.org/software/carbon-budget-explorer-cabe,https://github.com/carbon-budget-explorer/cabe,['https://github.com/carbon-budget-explorer/cabe'],carbon-budget-explorer,cabe,carbon-budget-explorer/cabe,RSD
Case Law App,https://research-software-directory.org/software/case-law-app,https://github.com/NLeSC/case-law-app,['https://github.com/NLeSC/case-law-app'],NLeSC,case-law-app,NLeSC/case-law-app,RSD
caselawnet,https://research-software-directory.org/software/caselawanalytics,https://github.com/caselawanalytics/CaseLawAnalytics,['https://github.com/caselawanalytics/CaseLawAnalytics'],caselawanalytics,CaseLawAnalytics,caselawanalytics/CaseLawAnalytics,RSD
CAT,https://research-software-directory.org/software/cat,https://github.com/nlesc-nano/CAT,['https://github.com/nlesc-nano/CAT'],nlesc-nano,CAT,nlesc-nano/CAT,RSD
CBRAIN,https://research-software-directory.org/software/cbrain,https://github.com/aces/cbrain,['https://github.com/aces/cbrain'],aces,cbrain,aces/cbrain,RSD
ccglib,https://research-software-directory.org/software/ccglib,https://github.com/nlesc-recruit/ccglib,['https://github.com/nlesc-recruit/ccglib'],nlesc-recruit,ccglib,nlesc-recruit/ccglib,RSD
CDF2Medmij-Mapping-tool,https://research-software-directory.org/software/cdf2medmij-mapping-tool,https://github.com/MyDigiTwinNL/CDF2Medmij-Mapping-tool,['https://github.com/MyDigiTwinNL/CDF2Medmij-Mapping-tool'],MyDigiTwinNL,CDF2Medmij-Mapping-tool,MyDigiTwinNL/CDF2Medmij-Mapping-tool,RSD
Chemistry Development Kit,https://research-software-directory.org/software/cdk,https://github.com/cdk/cdk,['https://github.com/cdk/cdk'],cdk,cdk,cdk/cdk,RSD
Ceiba,https://research-software-directory.org/software/ceiba,https://github.com/nlesc-nano/ceiba,['https://github.com/nlesc-nano/ceiba'],nlesc-nano,ceiba,nlesc-nano/ceiba,RSD
ceiba-cli,https://research-software-directory.org/software/ceiba-cli,https://github.com/nlesc-nano/ceiba-cli,['https://github.com/nlesc-nano/ceiba-cli'],nlesc-nano,ceiba-cli,nlesc-nano/ceiba-cli,RSD
Cerise,https://research-software-directory.org/software/cerise,https://github.com/MD-Studio/cerise,['https://github.com/MD-Studio/cerise'],MD-Studio,cerise,MD-Studio/cerise,RSD
cerulean,https://research-software-directory.org/software/cerulean,https://github.com/NaturalHPC/cerulean,['https://github.com/NaturalHPC/cerulean'],NaturalHPC,cerulean,NaturalHPC/cerulean,RSD
Cesium-ncWMS,https://research-software-directory.org/software/cesium-ncwms,https://github.com/eWaterCycle/Cesium-NcWMS,['https://github.com/eWaterCycle/Cesium-NcWMS'],eWaterCycle,Cesium-NcWMS,eWaterCycle/Cesium-NcWMS,RSD
cffconvert,https://research-software-directory.org/software/cffconvert,https://github.com/citation-file-format/cff-converter-python,['https://github.com/citation-file-format/cff-converter-python'],citation-file-format,cff-converter-python,citation-file-format/cff-converter-python,RSD
cffconvert GitHub Action,https://research-software-directory.org/software/cffconvert-github-action,https://github.com/citation-file-format/cffconvert-github-action,['https://github.com/citation-file-format/cffconvert-github-action'],citation-file-format,cffconvert-github-action,citation-file-format/cffconvert-github-action,RSD
cffinit,https://research-software-directory.org/software/cffinit,https://github.com/citation-file-format/cff-initializer-javascript,['https://github.com/citation-file-format/cff-initializer-javascript'],citation-file-format,cff-initializer-javascript,citation-file-format/cff-initializer-javascript,RSD
Clustering Geo-data Cubes,https://research-software-directory.org/software/cgc,https://github.com/phenology/cgc,['https://github.com/phenology/cgc'],phenology,cgc,phenology/cgc,RSD
